Unnamed: 0,Name,Age,Nationality,Overall,Potential,Club,Value,Wage,International Reputation,Weak Foot,Skill Moves,Work Rate,Real Face,Position,Release Clause,Wage_ok
202,K. Glik,30,Poland,83,83,AS Monaco,€19M,€86K,3.0,2.0,2.0,Low/ Medium,Yes,RCB,€36.1M,1
203,K. Strootman,28,Netherlands,83,83,Olympique de Marseille,€21M,€66K,3.0,3.0,3.0,Medium/ High,No,CDM,€39.9M,1
204,B. Dost,29,Netherlands,83,83,Sporting CP,€26M,€26K,3.0,3.0,2.0,Medium/ Medium,No,ST,€52M,1
205,Oscar,26,Brazil,83,84,Shanghai SIPG FC,€30.5M,€29K,3.0,3.0,4.0,Medium/ Medium,Yes,LCM,€69.4M,1
206,M. Balotelli,27,Italy,83,83,OGC Nice,€27.5M,€55K,4.0,4.0,4.0,Medium/ Low,Yes,LS,€52.3M,1
207,Luiz Gustavo,30,Brazil,83,83,Olympique de Marseille,€19M,€63K,3.0,3.0,3.0,Medium/ High,Yes,LCB,€36.1M,1
208,Giuliano,28,Brazil,83,83,Al Nassr,€26M,€64K,2.0,3.0,4.0,High/ Medium,No,CAM,€44.2M,1
209,David Luiz,31,Brazil,83,83,Chelsea,€17.5M,€130K,4.0,3.0,3.0,Medium/ Medium,Yes,LCB,€32.4M,1
210,R. Fährmann,29,Germany,83,84,FC Schalke 04,€20M,€38K,2.0,1.0,1.0,Medium/ Medium,No,GK,€35.5M,1
211,Juan Mata,30,Spain,83,83,Manchester United,€24.5M,€160K,3.0,3.0,4.0,Medium/ Medium,Yes,RM,€45.3M,1
212,Adán,31,Spain,83,83,Atlético Madrid,€15.5M,€55K,2.0,2.0,1.0,Medium/ Medium,Yes,GK,€31.8M,1
213,Rui Patrício,30,Portugal,83,83,Wolverhampton Wanderers,€16.5M,€74K,3.0,2.0,1.0,Medium/ Medium,Yes,GK,€31.4M,1
214,Y. Sommer,29,Switzerland,83,84,Borussia Mönchengladbach,€20M,€35K,3.0,4.0,1.0,Medium/ Medium,Yes,GK,€35.5M,1
215,Javi Martínez,29,Spain,83,83,FC Bayern München,€20M,€94K,3.0,3.0,2.0,Medium/ Medium,Yes,CDM,€33M,1
216,L. Bender,29,Germany,83,83,Bayer 04 Leverkusen,€20M,€82K,3.0,3.0,2.0,High/ High,Yes,RB,€34M,1
217,Lucas Leiva,31,Brazil,83,83,Lazio,€17.5M,€64K,3.0,3.0,3.0,Medium/ High,Yes,LDM,€29.8M,1
218,S. Mandanda,33,France,83,83,Olympique de Marseille,€13M,€51K,3.0,3.0,1.0,Medium/ Medium,Yes,GK,€24.7M,1
219,Cesc Fàbregas,31,Spain,83,83,Chelsea,€22M,€140K,4.0,3.0,3.0,High/ Medium,Yes,CM,€40.7M,1
220,M. Dembélé,30,Belgium,83,83,Tottenham Hotspur,€24M,€120K,3.0,2.0,4.0,Medium/ Medium,Yes,CM,€44.4M,1
221,F. Ribéry,35,France,83,83,FC Bayern München,€11.5M,€72K,4.0,4.0,5.0,Medium/ Medium,Yes,LM,€19M,1
222,R. Jarstein,33,Norway,83,83,Hertha BSC,€13M,€33K,2.0,4.0,1.0,Medium/ Medium,No,GK,€22.1M,1
223,D. De Rossi,34,Italy,83,83,Roma,€8M,€80K,3.0,4.0,2.0,Medium/ High,Yes,RDM,€13.6M,1
224,Pepe Reina,35,Spain,83,83,Milan,€6M,€56K,3.0,3.0,1.0,Medium/ Medium,Yes,GK,€10.2M,1
225,J. Pavlenka,26,Czech Republic,82,85,SV Werder Bremen,€19.5M,€30K,1.0,3.0,1.0,Medium/ Medium,No,GK,€34.6M,1
226,M. de Ligt,18,Netherlands,82,91,Ajax,€27M,€11K,2.0,4.0,2.0,Medium/ Medium,Yes,RCB,€43.2M,1
227,Rodri,22,Spain,82,87,Atlético Madrid,€29M,€59K,1.0,3.0,4.0,Medium/ High,Yes,CM,€61.6M,1
228,Arthur,21,Brazil,82,90,FC Barcelona,€32.5M,€125K,1.0,3.0,4.0,Medium/ Medium,No,LCM,€73.1M,1
229,G. Donnarumma,19,Italy,82,93,Milan,€29M,€23K,3.0,3.0,1.0,Medium/ Medium,Yes,GK,€55.1M,1
230,Rosberto Dourado,30,Brazil,82,82,Atlético Mineiro,€16.5M,€46K,1.0,4.0,2.0,High/ Medium,No,RCM,€31.4M,1
231,Juiano Mestres,34,Brazil,82,82,Cruzeiro,€6.5M,€39K,1.0,3.0,2.0,High/ Medium,No,RCB,€12.4M,1
232,Raphaelito Anjos,30,Brazil,82,82,Grêmio,€14M,€32K,1.0,2.0,1.0,Medium/ Medium,No,GK,€25.2M,1
233,Gelson Martins,23,Portugal,82,87,Atlético Madrid,€29.5M,€59K,3.0,3.0,5.0,High/ Medium,No,RM,€62.7M,1
234,Gonçalo Guedes,21,Portugal,82,86,Valencia CF,€29M,€36K,1.0,3.0,4.0,High/ Low,Yes,LM,€63.1M,1
235,L. Torreira,22,Uruguay,82,87,Arsenal,€25M,€98K,2.0,3.0,3.0,Medium/ High,No,LCM,€49.4M,1
236,Malcom,21,Brazil,82,89,FC Barcelona,€31.5M,€140K,2.0,4.0,4.0,Medium/ Medium,No,RW,€70.9M,1
237,Pau López,23,Spain,82,87,Real Betis,€21.5M,€21K,1.0,3.0,1.0,Medium/ Medium,Yes,GK,€46.8M,1
238,L. Hernández,22,France,82,88,Atlético Madrid,€25.5M,€53K,1.0,3.0,3.0,Medium/ High,Yes,LB,€57.4M,1
239,C. Lenglet,23,France,82,88,FC Barcelona,€26M,€135K,1.0,4.0,2.0,Medium/ High,Yes,LCB,€58.5M,1
240,A. Kramarić,27,Croatia,82,83,TSG 1899 Hoffenheim,€26M,€54K,2.0,4.0,4.0,Medium/ Medium,Yes,LCM,€46.2M,1
241,A. Robertson,24,Scotland,82,87,Liverpool,€24.5M,€98K,1.0,2.0,3.0,High/ High,Yes,LB,€48.4M,1
242,Dani García,28,Spain,82,83,Athletic Club de Bilbao,€20M,€33K,2.0,3.0,3.0,Medium/ High,Yes,RCM,€43.5M,1
243,F. Bernardeschi,24,Italy,82,87,Juventus,€29.5M,€110K,2.0,3.0,5.0,High/ High,Yes,RM,€50.9M,1
244,J. Brandt,22,Germany,82,88,Bayer 04 Leverkusen,€30.5M,€68K,2.0,4.0,4.0,Medium/ Medium,Yes,LM,€58M,1
245,D. Rugani,23,Italy,82,86,Juventus,€24.5M,€95K,2.0,3.0,2.0,Low/ Medium,Yes,CB,€42.3M,1
246,Samu Castillejo,23,Spain,82,86,Milan,€29M,€94K,2.0,2.0,4.0,Medium/ High,Yes,RM,€51.5M,1
247,João Cancelo,24,Portugal,82,88,Juventus,€25.5M,€95K,2.0,3.0,4.0,High/ Medium,No,RB,€47.2M,1
248,A. Romagnoli,23,Italy,82,89,Milan,€26.5M,€84K,2.0,3.0,2.0,Medium/ High,No,LCB,€50.4M,1
249,T. Partey,25,Ghana,82,88,Atlético Madrid,€25.5M,€59K,1.0,3.0,3.0,High/ High,Yes,CDM,€57.4M,1
250,Fred,25,Brazil,82,84,Manchester United,€26.5M,€140K,1.0,4.0,4.0,High/ High,No,CM,€51M,1
251,J. Vardy,31,England,82,82,Leicester City,€20M,€96K,3.0,3.0,3.0,High/ High,Yes,ST,€38M,1
252,A. Belotti,24,Italy,82,87,Torino,€30M,€58K,3.0,5.0,3.0,High/ High,Yes,LS,€53.3M,1
253,E. Forsberg,26,Sweden,82,83,RB Leipzig,€26M,€67K,2.0,4.0,4.0,Medium/ Medium,Yes,LM,€46.2M,1
254,J. Lingard,25,England,82,83,Manchester United,€26.5M,€140K,2.0,3.0,4.0,High/ High,Yes,CAM,€51M,1
255,F. Vázquez,29,Argentina,82,82,Sevilla FC,€21.5M,€27K,2.0,3.0,4.0,Medium/ High,Yes,LCM,€45.2M,1
256,E. Višća,28,Bosnia Herzegovina,82,82,Medipol Başakşehir FK,€22.5M,€40K,2.0,4.0,4.0,High/ Medium,No,RM,€42.8M,1
257,A. Rüdiger,25,Germany,82,84,Chelsea,€22.5M,€110K,2.0,3.0,2.0,Medium/ High,Yes,CB,€43.3M,1
258,A. Florenzi,27,Italy,82,83,Roma,€20.5M,€73K,3.0,3.0,4.0,High/ Medium,Yes,RB,€36.4M,1
259,H. Maguire,25,England,82,85,Leicester City,€23.5M,€77K,1.0,3.0,2.0,High/ High,Yes,LCB,€46.4M,1
260,T. Meunier,26,Belgium,82,83,Paris Saint-Germain,€21M,€87K,2.0,4.0,3.0,High/ High,Yes,RM,€40.4M,1
261,S. Sané,27,Senegal,82,82,FC Schalke 04,€18.5M,€41K,2.0,3.0,3.0,Medium/ High,No,CB,€31.5M,1
262,G. Kondogbia,25,Central African Rep.,82,85,Valencia CF,€27.5M,€46K,2.0,2.0,4.0,High/ Medium,Yes,CM,€59.8M,1
263,Rafinha,25,Brazil,82,87,FC Barcelona,€29.5M,€165K,2.0,4.0,4.0,High/ High,Yes,CAM,€62.7M,1
264,Gabriel Paulista,27,Brazil,82,83,Valencia CF,€21M,€44K,2.0,2.0,2.0,Low/ High,Yes,LCB,€45.7M,1
265,Morata,25,Spain,82,85,Chelsea,€28.5M,€135K,3.0,4.0,3.0,High/ High,Yes,ST,€54.9M,1
266,J. Cillessen,29,Netherlands,82,84,FC Barcelona,€18M,€135K,3.0,3.0,1.0,Medium/ Medium,No,GK,€38.3M,1
267,W. Ben Yedder,27,France,82,82,Sevilla FC,€23.5M,€28K,2.0,5.0,4.0,High/ High,Yes,RS,€49.4M,1
268,C. Bakambu,27,DR Congo,82,83,Beijing Sinobo Guoan FC,€26M,€33K,2.0,4.0,3.0,Medium/ Medium,Yes,ST,€59.2M,1
269,Pablo Sarabia,26,Spain,82,83,Sevilla FC,€26M,€26K,2.0,4.0,4.0,High/ Medium,Yes,RCM,€56.6M,1
270,W. Zaha,25,Ivory Coast,82,85,Crystal Palace,€28.5M,€78K,2.0,3.0,5.0,High/ Low,Yes,LS,€56.3M,1
271,Luis Alberto,25,Spain,82,85,Lazio,€28.5M,€67K,2.0,3.0,4.0,High/ Medium,Yes,CF,€50.6M,1
272,Jonathan Viera,28,Spain,82,82,Beijing Sinobo Guoan FC,€22.5M,€31K,2.0,4.0,4.0,High/ Low,Yes,LF,€49.5M,1
273,Bartra,27,Spain,82,83,Real Betis,€21M,€32K,3.0,3.0,3.0,High/ Medium,Yes,CB,€45.7M,1
274,S. Coates,27,Uruguay,82,83,Sporting CP,€21M,€19K,3.0,3.0,2.0,Medium/ Medium,Yes,RCB,€43.6M,1
275,Willian José,26,Brazil,82,83,Real Sociedad,€26.5M,€44K,2.0,4.0,4.0,Medium/ Low,Yes,ST,€57.6M,1
276,Mário Fernandes,27,Russia,82,82,PFC CSKA Moscow,€18.5M,€1K,2.0,3.0,3.0,High/ High,No,RB,€40.7M,1
277,Víctor Ruiz,29,Spain,82,83,Villarreal CF,€19.5M,€43K,2.0,2.0,2.0,Medium/ Medium,Yes,LCB,€42.4M,1
278,T. Delaney,26,Denmark,82,83,Borussia Dortmund,€21.5M,€61K,2.0,4.0,3.0,High/ High,No,LCM,€38.2M,1
279,K. Casteels,26,Belgium,82,85,VfL Wolfsburg,€19.5M,€46K,2.0,2.0,1.0,Medium/ Medium,No,GK,€34.6M,1
280,M. Götze,26,Germany,82,85,Borussia Dortmund,€27M,€67K,4.0,4.0,4.0,Medium/ Medium,Yes,CM,€47.9M,1
281,S. Mustafi,26,Germany,82,84,Arsenal,€22.5M,€115K,3.0,3.0,2.0,Medium/ High,Yes,RCB,€44.4M,1
282,J. Pastore,29,Argentina,82,82,Roma,€21.5M,€84K,3.0,4.0,4.0,High/ Medium,Yes,CAM,€36.6M,1
283,Pedro,30,Spain,82,82,Chelsea,€21M,€140K,3.0,5.0,4.0,High/ High,Yes,RW,€38.9M,1
284,G. Bonaventura,28,Italy,82,82,Milan,€22M,€115K,3.0,3.0,4.0,High/ Medium,No,CM,€37.4M,1
285,R. Bürki,27,Switzerland,82,85,Borussia Dortmund,€18.5M,€50K,3.0,2.0,1.0,Medium/ Medium,No,GK,€32.8M,1
286,Taison,30,Brazil,82,82,Shakhtar Donetsk,€21M,€1K,2.0,3.0,4.0,Medium/ Medium,No,LM,€44.1M,1
287,S. Nzonzi,29,France,82,82,Roma,€17M,€77K,2.0,3.0,2.0,Medium/ Medium,Yes,CDM,€28.9M,1
288,Marlos,30,Ukraine,82,82,Shakhtar Donetsk,€21M,€1K,2.0,4.0,5.0,Medium/ Medium,No,RM,€44.1M,1
289,A. Ramsey,27,Wales,82,83,Arsenal,€25M,€130K,3.0,3.0,3.0,High/ High,Yes,CAM,€49.4M,1
290,K. Trippier,27,England,82,82,Tottenham Hotspur,€18.5M,€99K,2.0,4.0,3.0,High/ High,Yes,RB,€34.2M,1
291,A. Kolarov,32,Serbia,82,82,Roma,€12.5M,€73K,2.0,3.0,3.0,High/ Medium,Yes,LB,€21.3M,1
292,G. Sigurðsson,28,Iceland,82,82,Everton,€22.5M,€125K,3.0,5.0,3.0,High/ High,Yes,CAM,€42.8M,1
293,S. Giovinco,31,Italy,82,82,Toronto FC,€20M,€15K,2.0,4.0,4.0,High/ Medium,Yes,CF,€30M,1
294,M. Arnautović,29,Austria,82,82,West Ham United,€22M,€120K,3.0,4.0,4.0,High/ Medium,Yes,LS,€41.8M,1
295,N. Gaitán,30,Argentina,82,82,Dalian YiFang FC,€21M,€22K,3.0,2.0,4.0,Medium/ Medium,Yes,CAM,€45.2M,1
296,J. Henderson,28,England,82,82,Liverpool,€18M,€125K,2.0,3.0,3.0,Medium/ High,Yes,RCM,€34.2M,1
297,M. Kruse,30,Germany,82,82,SV Werder Bremen,€21.5M,€45K,2.0,4.0,4.0,High/ Medium,Yes,ST,€36.6M,1
298,M. Parolo,33,Italy,82,82,Lazio,€9M,€59K,2.0,4.0,3.0,High/ High,No,RDM,€15.3M,1
299,L. Fejsa,29,Serbia,82,82,SL Benfica,€17M,€18K,2.0,3.0,2.0,Low/ High,No,CDM,€34M,1
300,A. Rami,32,France,82,82,Olympique de Marseille,€12.5M,€57K,3.0,3.0,2.0,High/ High,Yes,RCB,€23.8M,1
301,V. Ćorluka,32,Croatia,82,82,Lokomotiv Moscow,€12.5M,€1K,3.0,3.0,3.0,High/ Medium,No,LCB,€26.3M,1
302,G. Wijnaldum,27,Netherlands,82,82,Liverpool,€23M,€130K,3.0,3.0,4.0,High/ High,Yes,CAM,€43.7M,1
303,F. Fazio,31,Argentina,82,82,Roma,€15M,€73K,3.0,2.0,2.0,Medium/ Medium,Yes,LCB,€25.5M,1
304,O. Giroud,31,France,82,82,Chelsea,€20M,€140K,3.0,3.0,3.0,Medium/ Medium,Yes,ST,€37M,1
305,Marcano,31,Spain,82,82,Roma,€15M,€73K,3.0,3.0,2.0,Medium/ Medium,No,CB,€25.5M,1
306,A. Guardado,31,Mexico,82,82,Real Betis,€19M,€35K,3.0,2.0,4.0,Medium/ Medium,Yes,CM,€39.9M,1
307,E. Garay,31,Argentina,82,82,Valencia CF,€15M,€44K,3.0,3.0,2.0,Medium/ Medium,Yes,RCB,€31.5M,1
308,Jardel,32,Brazil,82,82,SL Benfica,€12.5M,€17K,2.0,2.0,2.0,Medium/ High,No,LCB,€25M,1
309,S. Sirigu,31,Italy,82,82,Torino,€13.5M,€45K,3.0,2.0,1.0,Medium/ Medium,Yes,GK,€23M,1
310,E. Viviano,32,Italy,82,82,Sporting CP,€12.5M,€15K,2.0,2.0,1.0,Medium/ Medium,No,GK,€25M,1
311,L. Koscielny,32,France,82,82,Arsenal,€12.5M,€115K,3.0,3.0,2.0,Medium/ High,Yes,CB,€23.8M,1
312,A. Consigli,31,Italy,82,82,Sassuolo,€13.5M,€52K,2.0,3.0,1.0,Medium/ Medium,No,GK,€23M,1
313,L. Biglia,32,Argentina,82,82,Milan,€12.5M,€98K,3.0,4.0,3.0,Medium/ High,No,CDM,€21.3M,1
314,Dani Alves,35,Brazil,82,82,Paris Saint-Germain,€4.8M,€62K,4.0,3.0,4.0,High/ Low,Yes,RB,€8.9M,1
315,David Villa,36,Spain,82,82,New York City FC,€8M,€12K,3.0,5.0,4.0,High/ Low,Yes,ST,€12M,1
316,Aduriz,37,Spain,82,82,Athletic Club de Bilbao,€8M,€29K,3.0,3.0,3.0,High/ Medium,Yes,ST,€16.8M,1
317,P. Čech,36,Czech Republic,82,82,Arsenal,€3M,€60K,4.0,3.0,1.0,Medium/ Medium,Yes,GK,€5.7M,1
318,Casillas,37,Spain,82,82,FC Porto,€1.5M,€10K,4.0,2.0,1.0,Medium/ Medium,Yes,GK,€3M,1
319,M. Rashford,20,England,81,89,Manchester United,€27M,€110K,2.0,4.0,4.0,High/ Medium,Yes,LW,€55.4M,1
320,Laure Santeiro,30,Brazil,81,81,Fluminense,€17M,€40K,1.0,5.0,4.0,Medium/ Medium,No,CAM,€32.3M,1
321,L. Bailey,20,Jamaica,81,89,Bayer 04 Leverkusen,€26.5M,€54K,1.0,4.0,4.0,High/ Medium,No,LM,€50.4M,1
322,M. Akanji,22,Switzerland,81,87,Borussia Dortmund,€21M,€49K,2.0,3.0,2.0,Medium/ High,No,LCB,€39.9M,1
323,F. de Jong,21,Netherlands,81,89,Ajax,€26M,€19K,1.0,3.0,4.0,Medium/ Medium,No,LDM,€41.6M,1
324,Nélson Semedo,24,Portugal,81,86,FC Barcelona,€20M,€125K,2.0,3.0,4.0,Medium/ High,No,RB,€42.5M,1
325,Pablo Fornals,22,Spain,81,86,Villarreal CF,€24M,€36K,1.0,3.0,4.0,High/ High,Yes,CAM,€52.2M,1
326,Fabián,22,Spain,81,89,Napoli,€26M,€64K,1.0,4.0,4.0,Medium/ Medium,No,LM,€49.4M,1
327,E. Bailly,24,Ivory Coast,81,87,Manchester United,€21M,€105K,2.0,3.0,2.0,Medium/ High,Yes,CB,€43.1M,1
328,Dani Ceballos,21,Spain,81,88,Real Madrid,€25M,€120K,1.0,3.0,4.0,Medium/ Medium,Yes,LCM,€56.3M,1
329,H. Lozano,22,Mexico,81,86,PSV,€24M,€22K,3.0,4.0,4.0,High/ Medium,Yes,LS,€35.4M,1
330,Morales,30,Spain,81,81,Levante UD,€17M,€33K,1.0,4.0,4.0,High/ Medium,Yes,LS,€35.7M,1
331,J. Seri,26,Ivory Coast,81,82,Fulham,€20.5M,€73K,2.0,4.0,3.0,Medium/ Medium,Yes,LDM,€40.5M,1
333,M. Brozović,25,Croatia,81,84,Inter,€18.5M,€64K,2.0,4.0,3.0,Medium/ Medium,Yes,LDM,€32.8M,1
334,Williams,24,Spain,81,87,Athletic Club de Bilbao,€24.5M,€31K,2.0,3.0,4.0,High/ High,Yes,LW,€56.4M,1
335,A. Correa,23,Argentina,81,87,Atlético Madrid,€24.5M,€54K,1.0,4.0,4.0,Medium/ Low,Yes,RM,€55.1M,1
336,A. Christensen,22,Denmark,81,88,Chelsea,€21.5M,€91K,2.0,3.0,2.0,Low/ Medium,Yes,LCB,€44.1M,1
337,João Mário,25,Portugal,81,84,Inter,€22.5M,€71K,3.0,4.0,4.0,Medium/ Medium,Yes,CAM,€39.9M,1
338,T. Strakosha,23,Albania,81,86,Lazio,€17M,€36K,1.0,2.0,1.0,Medium/ Medium,No,GK,€30.2M,1
339,E. Hysaj,24,Albania,81,86,Napoli,€20M,€58K,2.0,3.0,3.0,Medium/ Medium,No,RB,€35.5M,1
340,P. Zieliński,24,Poland,81,88,Napoli,€24.5M,€64K,3.0,5.0,4.0,Medium/ Medium,No,RCM,€46.6M,1
341,Ricardo Pereira,24,Portugal,81,85,Leicester City,€19M,€64K,3.0,4.0,3.0,High/ High,No,RB,€37.5M,1
342,Grimaldo,22,Spain,81,87,SL Benfica,€20.5M,€14K,3.0,2.0,3.0,High/ Medium,No,LB,€45.1M,1
343,R. Guerreiro,24,Portugal,81,86,Borussia Dortmund,€24M,€54K,3.0,3.0,4.0,Medium/ Medium,No,LM,€42.6M,1
344,A. Doucouré,25,France,81,85,Watford,€19.5M,€60K,2.0,3.0,3.0,High/ Medium,Yes,RDM,€38.5M,1
345,J. Martínez,25,Venezuela,81,84,Atlanta United,€22.5M,€14K,1.0,4.0,3.0,High/ Medium,Yes,LS,€35.4M,1
346,C. Bacca,31,Colombia,81,81,Villarreal CF,€16M,€45K,3.0,2.0,3.0,Medium/ Low,Yes,LS,€33.6M,1
347,A. Plea,25,France,81,83,Borussia Mönchengladbach,€22M,€40K,2.0,3.0,4.0,High/ Medium,No,LW,€39.1M,1
348,B. Davies,25,Wales,81,84,Tottenham Hotspur,€18.5M,€87K,2.0,3.0,3.0,High/ High,Yes,LB,€35.6M,1
349,M. Nastasić,25,Serbia,81,84,FC Schalke 04,€18.5M,€36K,2.0,2.0,2.0,Low/ High,Yes,LCB,€32.8M,1
350,A. Milik,24,Poland,81,88,Napoli,€25.5M,€71K,3.0,3.0,4.0,Medium/ Medium,Yes,CF,€48.5M,1
351,M. Sabitzer,24,Austria,81,84,RB Leipzig,€22.5M,€54K,2.0,4.0,3.0,High/ High,Yes,LM,€39.9M,1
352,B. Mendy,23,France,81,86,Manchester City,€20M,€105K,2.0,3.0,3.0,High/ Low,Yes,LB,€38.5M,1
353,C. Kramer,27,Germany,81,82,Borussia Mönchengladbach,€17M,€35K,2.0,3.0,3.0,High/ High,Yes,CDM,€30.2M,1
355,T. Hazard,25,Belgium,81,83,Borussia Mönchengladbach,€21.5M,€40K,2.0,3.0,4.0,Medium/ Medium,Yes,RW,€38.2M,1
356,K. Bellarabi,28,Germany,81,81,Bayer 04 Leverkusen,€18M,€76K,3.0,3.0,4.0,High/ High,No,RM,€30.6M,1
358,F. Ghoulam,27,Algeria,81,82,Napoli,€16.5M,€68K,2.0,4.0,3.0,High/ Medium,No,LB,€29.3M,1
359,B. Lecomte,27,France,81,84,Montpellier HSC,€15M,€27K,2.0,3.0,1.0,Medium/ Medium,No,GK,€31.1M,1
360,J. Iličić,30,Slovenia,81,81,Atalanta,€17M,€41K,3.0,3.0,4.0,Medium/ Medium,No,CAM,€28.9M,1
361,K. Volland,25,Germany,81,83,Bayer 04 Leverkusen,€22M,€76K,2.0,3.0,3.0,High/ High,No,ST,€39.1M,1
362,Paco Alcácer,24,Spain,81,85,Borussia Dortmund,€23.5M,€59K,2.0,4.0,3.0,High/ Medium,Yes,ST,€41.7M,1
363,Vitolo,28,Spain,81,81,Atlético Madrid,€18M,€65K,2.0,4.0,3.0,High/ High,Yes,LM,€36.9M,1
364,G. Xhaka,25,Switzerland,81,84,Arsenal,€22M,€115K,3.0,2.0,3.0,Medium/ Medium,Yes,LDM,€43.5M,1
365,D. Tadić,29,Serbia,81,81,Ajax,€17.5M,€26K,3.0,2.0,4.0,Medium/ Low,Yes,LAM,€24.5M,1
366,C. Aránguiz,29,Chile,81,81,Bayer 04 Leverkusen,€17M,€76K,2.0,4.0,3.0,Medium/ Medium,No,LDM,€28.9M,1
367,S. Verdi,25,Italy,81,81,Napoli,€19.5M,€77K,2.0,5.0,4.0,High/ Medium,No,RW,€33.2M,1
368,D. Lovren,28,Croatia,81,82,Liverpool,€16M,€115K,2.0,4.0,2.0,Medium/ High,Yes,RCB,€31.6M,1
369,G. Medel,30,Chile,81,81,Beşiktaş JK,€13M,€56K,3.0,4.0,3.0,Medium/ High,No,RCB,€24.7M,1
370,X. Shaqiri,26,Switzerland,81,81,Liverpool,€19M,€130K,3.0,4.0,5.0,Medium/ Medium,Yes,CAM,€36.1M,1
371,J. Corona,25,Mexico,81,83,FC Porto,€21.5M,€18K,3.0,5.0,5.0,Medium/ Low,Yes,RM,€44.6M,1
372,A. Areola,25,France,81,85,Paris Saint-Germain,€16.5M,€61K,2.0,3.0,1.0,Medium/ Medium,Yes,GK,€31.8M,1
373,K. Vogt,26,Germany,81,82,TSG 1899 Hoffenheim,€17.5M,€42K,2.0,3.0,2.0,High/ Medium,No,CB,€31.1M,1
374,Ander Herrera,28,Spain,81,81,Manchester United,€17.5M,€140K,3.0,4.0,3.0,High/ High,Yes,CM,€32.4M,1
375,E. Salvio,27,Argentina,81,81,SL Benfica,€18.5M,€19K,2.0,4.0,4.0,High/ Medium,No,RW,€37M,1
376,S. El Shaarawy,25,Italy,81,82,Roma,€21M,€77K,3.0,3.0,5.0,High/ Medium,Yes,LM,€37.3M,1
377,C. Smalling,28,England,81,82,Manchester United,€16M,€130K,3.0,3.0,2.0,Medium/ High,Yes,RCB,€30.8M,1
378,Hulk,31,Brazil,81,81,Shanghai SIPG FC,€15.5M,€25K,4.0,3.0,4.0,High/ Medium,Yes,RCM,€34.1M,1
379,S. Kagawa,29,Japan,81,81,Borussia Dortmund,€17.5M,€65K,3.0,4.0,4.0,High/ Medium,Yes,CAM,€29.8M,1
380,M. Lanzini,25,Argentina,81,85,West Ham United,€23M,€90K,2.0,3.0,4.0,Medium/ Medium,Yes,CAM,€45.4M,1
381,F. Smolov,28,Russia,81,81,Lokomotiv Moscow,€18.5M,€1K,1.0,4.0,4.0,High/ Medium,No,ST,€38.9M,1
382,L. Stindl,29,Germany,81,81,Borussia Mönchengladbach,€18M,€43K,2.0,4.0,4.0,Medium/ Medium,No,CF,€30.6M,1
383,O. Toprak,28,Turkey,81,82,Borussia Dortmund,€16M,€59K,3.0,4.0,2.0,Medium/ Medium,No,CB,€28.4M,1
384,D. Perotti,29,Argentina,81,81,Roma,€17.5M,€84K,3.0,4.0,4.0,Medium/ Medium,No,LW,€29.8M,1
385,F. Muslera,32,Uruguay,81,81,Galatasaray SK,€10M,€52K,3.0,2.0,1.0,Medium/ Medium,No,GK,€19M,1
386,B. Höwedes,30,Germany,81,81,Lokomotiv Moscow,€13M,€1K,3.0,3.0,2.0,Medium/ Medium,Yes,RCB,€27.3M,1
387,S. Kjær,29,Denmark,81,81,Sevilla FC,€14M,€23K,3.0,3.0,2.0,Low/ High,Yes,RCB,€29.4M,1
388,S. Bender,29,Germany,81,81,Bayer 04 Leverkusen,€14M,€69K,2.0,4.0,2.0,Medium/ High,Yes,LCB,€23.8M,1
389,M. Valbuena,33,France,81,81,Fenerbahçe SK,€11M,€86K,3.0,3.0,3.0,High/ Medium,Yes,LM,€20.9M,1
390,Pedro León,31,Spain,81,81,SD Eibar,€15.5M,€32K,2.0,3.0,4.0,Medium/ Low,Yes,RM,€32.6M,1
391,K. Boateng,31,Ghana,81,81,Sassuolo,€15M,€65K,3.0,4.0,4.0,High/ Medium,Yes,CM,€25.5M,1
392,L. Piszczek,33,Poland,81,81,Borussia Dortmund,€7M,€57K,3.0,4.0,2.0,Medium/ Medium,Yes,RB,€11.9M,1
393,A. Candreva,31,Italy,81,81,Inter,€15.5M,€74K,3.0,4.0,4.0,Medium/ Medium,No,RM,€26.4M,1
394,D. Wass,29,Denmark,81,81,Valencia CF,€17M,€46K,2.0,3.0,4.0,High/ Medium,Yes,RB,€35.7M,1
395,E. Lamela,26,Argentina,81,82,Tottenham Hotspur,€21M,€105K,2.0,2.0,4.0,High/ High,Yes,RM,€40.4M,1
396,D. Rose,27,England,81,81,Tottenham Hotspur,€14.5M,€92K,3.0,3.0,3.0,Medium/ High,Yes,LB,€26.8M,1
397,C. Vela,29,Mexico,81,81,Los Angeles FC,€17.5M,€15K,3.0,2.0,4.0,High/ Low,Yes,RW,€26.3M,1
398,Renato Augusto,30,Brazil,81,81,Beijing Sinobo Guoan FC,€16.5M,€28K,2.0,4.0,3.0,Medium/ Medium,No,LCM,€36.3M,1
399,A. Valencia,32,Ecuador,81,81,Manchester United,€10M,€120K,2.0,2.0,3.0,High/ High,Yes,RM,€18.5M,1
400,L. Fabiański,33,Poland,81,81,West Ham United,€9M,€70K,2.0,2.0,1.0,Medium/ Medium,Yes,GK,€17.1M,1
401,João Moutinho,31,Portugal,81,81,Wolverhampton Wanderers,€15M,€85K,3.0,4.0,3.0,High/ Medium,Yes,RCM,€28.5M,1
